key,doi,openalex_status,openalex,pmid,pmcid,mag,oa_type,issn_l,s2_status,s2_corpus,s2_arxiv,s2_pmid,s2_pmcid,s2_mag,s2_dblp,s2_acl,cr_status,cr_type,cr_isbn,cr_issn,cr_alt_id,cr_relation_types,cr_has_link
Valavi_2018_blockcv-r-package-generating,10.1101/357798,200,W2811322865,,,2811322865,preprint,,404,,,,,,,,200,posted-content,,,,is-preprint-of,1
Valindria_2017_reverse-classification-accuracy-predicting,10.1109/tmi.2017.2665165,200,W2594608309,28436849,,2594608309,article,0278-0062,200,3477362,1702.03407,28436849,,2950202237,journals/corr/ValindriaLBKARR17,,200,journal-article,,0278-0062;1558-254X,,,1
VanDenBroeck_2022_multiclass-land-cover-mapping,10.3390/rs14235911,200,W4309587945,,,,article,2072-4292,200,253832199,,,,,journals/remotesensing/BroeckGL22,,200,journal-article,,2072-4292,rs14235911,,1
VanDenHout_2016_multi-state-survival-models,10.1201/9781315374321,200,W2751291963,,,2751291963,book,,200,80033970,,,,2751291963,,,200,book,9781466568419,,,,
Vapnik_2009_new-learning-paradigm-learning,10.1016/j.neunet.2009.06.042,200,W2067562626,19632812,,2067562626,article,0893-6080,200,12342641,,19632812,,3023820860,journals/nn/VapnikV09,,200,journal-article,,0893-6080,S0893608009001130,,1
VargasMunoz_2019_correcting-rural-building-annotations,10.1016/j.isprsjprs.2018.11.010,200,W2905332579,,,2905332579,article,0924-2716,200,59222781,1901.08190,,,2905332579,journals/corr/abs-1901-08190,,200,journal-article,,0924-2716,S092427161830306X,,1
VelasquezCamacho_2025_monitoring-temporal-changes-large,10.1371/journal.pone.0326562,200,W4411687223,40570061,,,article,1932-6203,200,279605272,,40570061,12200653,,,,200,journal-article,,1932-6203,,,1
Ventura_2024_individual-tree-detection-large,10.1016/j.jag.2024.103848,200,W4396575037,,,,article,0303-2434,200,251741136,2208.10607,,,,journals/aeog/VenturaPHGRLHNS24,,200,journal-article,,1569-8432,S1569843224002024,,1
Verbesselt_2010_detecting-trend-seasonal-changes,10.1016/j.rse.2009.08.014,200,W2161336494,,,2161336494,article,0034-4257,200,276740246,,,,2161336494,,,200,journal-article,,0034-4257,S003442570900265X,,1
Verburg_2004_method-analyse-neighbourhood-characteristics,10.1016/j.compenvurbsys.2003.07.001,200,W2099054202,,,2099054202,article,0198-9715,200,9072909,,,,2099054202,journals/urban/VerburgNEVJ04,,200,journal-article,,0198-9715,S0198971503000760,,1
Verbyla_2000_bias-land-cover-change,10.1080/014311600750037570,200,W2072304686,,,2072304686,article,0143-1161,200,10228816,,,,2072304686,,,200,journal-article,,0143-1161;1366-5901,10.1080/014311600750037570,,1
Vicente_2008_graph-cut-based-image,10.1109/cvpr.2008.4587440,200,W2147899407,,,2147899407,conference-paper,,200,1282023,,,,2147899407,conf/cvpr/VicenteKR08,,200,proceedings-article,,,,,1
Vixie_2007_some-properties-minimizers-chan,10.48550/arxiv.0710.3980,200,W1754979368,,,1754979368,preprint,2331-8422,404,,,,,,,,404,,,,,,
Vogeler_2018_extracting-full-value-landsat,10.1016/j.rse.2018.02.046,200,W2792173071,,,2792173071,article,0034-4257,200,135244401,,,,2792173071,,,200,journal-article,,0034-4257,S0034425718300579,,1
Vovk_2013_conditional-validity-inductive-conformal,10.1007/s10994-013-5355-6,200,W2166693382,,,2166693382,article,0885-6125,200,1587259,1209.2673,,,2950914671,journals/ml/Vovk13,,200,journal-article,,0885-6125;1573-0565,5355,,1
Wagner_2015_optimizing-sample-size-allocation,10.1016/j.rse.2015.06.027,200,W923036963,,,923036963,article,0034-4257,200,128011302,,,,923036963,,,200,journal-article,,0034-4257,S0034425715300572,,1
Wagner_2024_sub-meter-tree-height,10.1016/j.rse.2024.114099,200,W4392910209,,,,article,0034-4257,404,,,,,,,,200,journal-article,,0034-4257,S003442572400110X,,1
Walton_2008_difficulties-estimating-city-wide,10.1007/s11252-007-0040-9,200,W2150273415,,,2150273415,article,1083-8155,200,12696548,,,,2150273415,,,200,journal-article,,1083-8155;1573-1642,40,,1
Wang_2005_image-misregistration-error-change,10.14358/pers.71.9.1037,200,W2143734859,,,2143734859,article,0099-1112,200,55512549,,,,2143734859,,,200,journal-article,,0099-1112,0099-1112(20050901)71:9L.1037;1-,,1
Wang_2020_tent-fully-test-time,10.48550/arxiv.2006.10726,200,W3119543788,,,3119543788,preprint,2331-8422,404,,,,,,,,404,,,,,,
Wang_2021_application-evaluation-deep-learning,10.3390/rs13091749,200,W3165551970,,,3165551970,article,2072-4292,200,235190202,,,,,journals/remotesensing/WangFX21,,200,journal-article,,2072-4292,rs13091749,,1
Wang_2022_continual-test-time-domain,10.1109/cvpr52688.2022.00706,200,W4312897837,,,,conference-paper,,200,247748613,2203.13591,,,,conf/cvpr/0013FGD22,,200,proceedings-article,,,,,1
Wang_2025_boosting-domain-generalization-remote,10.1007/s11263-025-02568-3,200,W4414565948,,,,article,0920-5691,200,281663822,,,,,journals/ijcv/WangHHSZC25,,200,journal-article,,0920-5691;1573-1405,2568,,1
Wang_2025_comprehensive-survey-forgetting-deep,10.1109/tpami.2024.3498346,200,W4404371571,40030369,,,article,0162-8828,200,259951356,2307.09218,40030369,,,journals/pami/WangYSH25,,200,journal-article,,0162-8828;2160-9292;1939-3539,,,1
Wang_2025_test-time-adaptation-geospatial,10.1016/j.isprsjprs.2025.08.022,200,W4414095304,,,,article,0924-2716,200,281285392,,,,,,,200,journal-article,,0924-2716,S0924271625003338,,1
Wang_2025_unmanned-aerial-vehicle-uav,10.3390/plants14111677,200,W4410941724,40508352,,,article,2223-7747,200,279004398,,40508352,12158197,,,,200,journal-article,,2223-7747,plants14111677,,1
Warfield_2004_simultaneous-truth-performance-level,10.1109/tmi.2004.828354,200,W2148347694,15250643,,2148347694,article,0278-0062,200,3025202,,15250643,,2148347694,journals/tmi/WarfieldZW04,,200,journal-article,,0278-0062,,,1
Wasser_2013_influence-vegetation-structure-lidar,10.1371/journal.pone.0054776,200,W2089648522,23382966,,2089648522,article,1932-6203,200,3971031,,23382966,3561319,2089648522,,,200,journal-article,,1932-6203,,,1
Wehmann_2015_spatial-temporal-contextual-markovian,10.1016/j.isprsjprs.2015.04.009,200,W319893385,,,319893385,article,0924-2716,200,118801885,,,,319893385,,,200,journal-article,,0924-2716,S0924271615001197,,1
Weinstein_2019_individual-tree-crown-detection,10.3390/rs11111309,200,W2952142982,,,2952142982,article,2072-4292,404,,,,,,,,200,journal-article,,2072-4292,rs11111309,has-preprint,1
Weinstein_2020_cross-site-learning-deep,10.1016/j.ecoinf.2020.101061,200,W3003387640,,,3003387640,article,1574-9541,200,212749183,,,,3003387640,journals/ecoi/WeinsteinMBZW20,,200,journal-article,,1574-9541,S157495412030011X,,1
Weinstein_2020_deepforest-python-package-rgb,10.1111/2041-210x.13472,200,W3082919689,,,3082919689,software-paper,2041-210X,200,220516309,,,,3082919689,,,200,journal-article,,2041-210X;2041-210X,10.1111/2041-210X.13472,has-preprint;has-review,1
Weinstein_2021_benchmark-dataset-canopy-crown,10.1371/journal.pcbi.1009180,200,W3176105227,34214077,,3176105227,article,1553-734X,200,235723711,,34214077,8282040,,journals/ploscb/WeinsteinGMSZSB21,,200,journal-article,,1553-7358,,has-preprint,1
Wendelberger_2026_detecting-deforestation-robust-online,10.1080/26941899.2026.2687150,200,W7165571088,,,,article,2694-1899,200,289544828,,,,,,,200,journal-article,,2694-1899,10.1080/26941899.2026.2687150,,1
Wickham_2023_thematic-accuracy-assessment-nlcd,10.1080/15481603.2023.2181143,200,W4322754442,39749184,,,article,1548-1603,200,233566656,,39749184,11694829,,,,200,journal-article,,1548-1603;1943-7226,10.1080/15481603.2023.2181143,,1
Winkler_2014_matching-record-linkage,10.1002/wics.1317,200,W1907304379,,,1907304379,article,1939-0068,200,60467185,,,,1907304379,,,200,journal-article,,1939-5108;1939-0068,10.1002/wics.1317,,1
Wolters_2016_classification-large-scale-remote,10.1007/s12561-016-9185-5,200,W2559903138,29225715,,2559903138,article,1867-1764,200,10380789,,29225715,5711969,2559903138,,,200,journal-article,,1867-1764;1867-1772,9185,,1
Wolters_2017_better-autologistic-regression,10.3389/fams.2017.00024,200,W2769792072,,,2769792072,article,2297-4687,200,13122832,,,,2769792072,journals/fams/Wolters17,,200,journal-article,,2297-4687,10.3389/fams.2017.00024,,1
Wortsman_2022_model-soups-averaging-weights,10.48550/arxiv.2203.05482,200,W4221155125,,,,preprint,2331-8422,200,247362886,2203.05482,,,,conf/icml/WortsmanIGRLMNF22,,404,,,,,,
Wortsman_2022_robust-fine-tuning-zero,10.1109/cvpr52688.2022.00780,200,W3198675127,,,3198675127,conference-paper,,200,237420687,2109.01903,,,,journals/corr/abs-2109-01903,,200,proceedings-article,,,,,1
Wu_2017_post-classification-change-detection,10.1016/j.rse.2017.07.009,200,W2741377155,,,2741377155,article,0034-4257,200,195979525,,,,2741377155,,,200,journal-article,,0034-4257,S0034425717303140,,1
XiaolongDai_1998_effects-image-misregistration-accuracy,10.1109/36.718860,200,W2161001197,,,2161001197,article,0196-2892,200,14101550,,,,2161001197,journals/tgrs/DaiK98,,200,journal-article,,0196-2892,,,1
Xie_2013_sequential-multi-sensor-change,10.1214/13-aos1094,200,W2761707930,,,2761707930,article,0090-5364,200,8779806,1207.2386,,,2040019525,conf/ita/XieS13,,200,journal-article,,0090-5364,,,1
Xing_2024_interpenetrating-subsampling-incorporate,10.1016/j.rse.2024.114289,200,W4400125148,,,,article,0034-4257,200,270829286,,,,,,,200,journal-article,,0034-4257,S0034425724003079,,1
Yang_2020_evaluating-reliability-time-series,10.1007/s00477-020-01915-9,200,W3094167596,,,3094167596,article,1436-3240,200,225057007,,,,3094167596,,,200,journal-article,,1436-3240;1436-3259,1915,,1
Yang_2020_fda-fourier-domain-adaptation,10.1109/cvpr42600.2020.00414,200,W3035294798,,,3035294798,conference-paper,,200,215745272,2004.05498,,,3035294798,journals/corr/abs-2004-05498,,200,proceedings-article,,,,,1
Yang_2021_30-m-annual-land,10.5194/essd-13-3907-2021,200,W3188524028,,,3188524028,article,1866-3508,200,237416676,,,,,,,200,journal-article,,1866-3516,,has-preprint;has-review;is-part-of;is-referenced-by,1
Yang_2025_sam2-elnet-label-enhancement,10.48550/arxiv.2503.12404,200,W6966670320,,,,preprint,2331-8422,404,,,,,,,,404,,,,,,
Yaras_2024_randomized-histogram-matching-simple,10.1109/jstars.2023.3340412,200,W4389459071,,,,article,1939-1404,200,233444062,2104.14032,,,,journals/staeors/YarasKHBM24,,200,journal-article,,1939-1404;2151-1535,,,1
Yi_2025_sub-meter-resolution-urban,10.1038/s41597-025-05109-2,200,W4410370608,40368894,,,data-paper,2052-4463,200,278634424,,40368894,12078637,,,,200,journal-article,,2052-4463,5109,,1
Yin_2022_broadband-green-red-vegetation,10.34133/2022/9764982,200,W4221112472,,,,article,2097-0064,200,246900578,,,,,,,200,journal-article,,2694-1589,10.34133/2022/9764982,,1
Yoo_2026_open-transferable-deep-learning,10.3390/rs18121899,200,W7164004932,42663012,,,article,2072-4292,200,289162734,,42663012,13521618,,,,200,journal-article,,2072-4292,rs18121899,,1
Yuan_2015_continuous-change-detection-classification,10.3390/rs71115318,200,W2101659804,,,2101659804,article,2072-4292,200,17310609,,,,2101659804,journals/remotesensing/YuanMLSYCZKH15,,200,journal-article,,2072-4292,rs71115318,,1
Zampieri_2018_multimodal-image-alignment-through,10.1007/978-3-030-01270-0_40,200,W2894877634,,,2894877634,conference-paper,0302-9743,200,52952432,,,,2894877634,conf/eccv/ZampieriCGT18,,200,book-chapter,9783030012694;9783030012700,0302-9743;1611-3349,,,1
Zhang_2021_feature-matching-multi-epoch,10.1016/j.isprsjprs.2021.10.008,200,W3210910491,,,3210910491,article,0924-2716,200,240460749,2112.04255,,,,journals/corr/abs-2112-04255,,200,journal-article,,0924-2716,S0924271621002707,,1
Zhang_2024_knowledge-transfer-domain-adaptation,10.48550/arxiv.2412.06664,200,W4405254387,,,,preprint,2331-8422,404,,,,,,,,404,,,,,,
Zhang_2025_mtcdnet-multimodal-feature-fusion,10.3390/rs17121996,200,W4411162224,,,,article,2072-4292,200,279275364,,,,,,,200,journal-article,,2072-4292,rs17121996,,1
Zhao_2017_pyramid-scene-parsing-network,10.1109/cvpr.2017.660,200,W2560023338,,,2560023338,conference-paper,,200,5299559,1612.01105,,,2560023338,journals/corr/ZhaoSQWJ16,,200,proceedings-article,,,,,1
Zhao_2023_systematic-review-individual-tree,10.1007/s40725-023-00184-3,200,W4362608104,,,,review,2198-6436,200,258000004,,,,,,,200,journal-article,,2198-6436,184,,1
Zheng_2008_markov-chain-monte-carlo,10.1198/106186008x289641,200,W1978436326,,,1978436326,article,1061-8600,200,119617966,,,,1978436326,,,200,journal-article,,1061-8600;1537-2715,10.1198/106186008X289641,,1
Zheng_2024_single-temporal-supervised-learning,10.1007/s11263-024-02141-4,200,W4399869138,,,,article,0920-5691,200,270643337,2406.15694,,,,journals/corr/abs-2406-15694,,200,journal-article,,0920-5691;1573-1405,2141,,1
Zhou_2020_training-data-selection-annual,10.3390/rs12040699,200,W3008834779,,,3008834779,article,2072-4292,200,211830148,,,,3008834779,journals/remotesensing/ZhouTBSZ20,,200,journal-article,,2072-4292,rs12040699,,1
Zhu_2005_modeling-spatial-temporal-binary,10.1198/108571105x46543,200,W2005794303,,,2005794303,article,1085-7117,200,18425063,,,,2005794303,,,200,journal-article,,1085-7117;1537-2693,100200212,,1
Zhu_2008_autologistic-regression-analysis-spatial,10.1198/108571108x273566,200,W2006393852,,,2006393852,article,1085-7117,200,119666739,,,,2006393852,,,200,journal-article,,1085-7117;1537-2693,130100084,,1
Zhu_2014_continuous-change-detection-classification,10.1016/j.rse.2014.01.011,200,W2055718260,,,2055718260,article,0034-4257,200,128499269,,,,2055718260,,,200,journal-article,,0034-4257,S0034425714000248,,1
Zhu_2017_change-detection-landsat-time,10.1016/j.isprsjprs.2017.06.013,200,W2735042947,,,2735042947,article,0924-2716,200,126031707,,,,2735042947,,,200,journal-article,,0924-2716,S092427161730103X,,1
Zhu_2026_scalable-sub-meter-mapping,10.1016/j.rse.2025.115091,200,W4416208548,,,,article,0034-4257,200,283092363,,,,,,,200,journal-article,,0034-4257,S003442572500495X,,1
Zhuang_2002_stochastic-declustering-space-time,10.1198/016214502760046925,200,W2076072287,,,2076072287,article,0162-1459,200,51833082,,,,2076072287,,,200,journal-article,,0162-1459;1537-274X,10.1198/016214502760046925,,1
