arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
after,Abercrombie_2016_improving-consistency,b38,A gentle tutorial of the EM algorithm and its application to parameter estimation for Gaussian mixture and hidden Markov,unresolved,,,,best=semanticscholar:0.99:-; skipped=arxiv (rate-limited),0.008
after,Efron_2004_estimation-prediction-error-covariance,b0,Information Theory and an Extension of the Maximum Likelihood Principle,resolved,10.1007/978-1-4612-0919-5_38,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1973,0.009
after,Efron_2004_estimation-prediction-error-covariance,b3,Improvements on Cross-Validation: The 632+ Bootstrap Method,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
after,Efron_2004_estimation-prediction-error-covariance,b4,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Efron_2004_estimation-prediction-error-covariance,b5,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Efron_2004_estimation-prediction-error-covariance,b6,"Asymptotic Optimality for C p , C L , Cross-Validation and Generalized Cross-Validation: Discrete Index Set",unresolved,,,,best=crossref:1.00:10.1214/aos/1176350486; skipped=arxiv (rate-limited),0.011
after,Efron_2004_estimation-prediction-error-covariance,b7,Some Comments on C p,unresolved,,,,best=crossref:0.79:10.5194/os-2017-16-rc1; skipped=arxiv (rate-limited),0.007
after,Efron_2004_estimation-prediction-error-covariance,b8,Convex Analysis,unresolved,,,,best=semanticscholar:1.00:10.1201/9780429332104-3; skipped=arxiv (rate-limited),0.008
after,Efron_2004_estimation-prediction-error-covariance,b10,Adaptive Model Selection,resolved,10.1198/016214502753479356,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2002,0.013
after,Conley_1999_gmm-estimation-cross-sectional,b0,The Geometry of Random Fields,unresolved,,,,best=semanticscholar:1.00:10.1137/1.9780898718980; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b1,Advanced Econometrics,unresolved,,,,best=semanticscholar:0.78:-; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b4,Economic growth in a cross section of countries,unresolved,,,,best=crossref:1.00:10.3386/w3120; skipped=arxiv (rate-limited),0.007
after,Conley_1999_gmm-estimation-cross-sectional,b8,"Economic distance, spillovers, and growth",unresolved,,,,best=crossref:0.66:10.4337/9781782543190.00009; skipped=arxiv (rate-limited),0.007
after,Conley_1999_gmm-estimation-cross-sectional,b9,Spatial patterns in labor markets: Malaysian development,unresolved,,,,best=crossref:0.57:10.37473/dac/10.1038/s41467-021-22086-3; skipped=arxiv (rate-limited),0.009
after,Conley_1999_gmm-estimation-cross-sectional,b10,Statistics for Spatial Data,unresolved,,,,best=crossref:1.00:10.1002/9781119115151.ch1; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b11,An Introduction to the Theory of Point Processes,unresolved,,,,best=semanticscholar:1.00:10.1007/978-0-387-49835-5; skipped=arxiv (rate-limited),0.011
after,Conley_1999_gmm-estimation-cross-sectional,b12,Spatial correlations in panel data,unresolved,,,,best=crossref:1.00:10.1596/1813-9450-1553; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b13,Spatial correlations and cross-country regressions,unresolved,,,,best=crossref:0.65:10.1111/j.1753-0237.2010.00177.x; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b15,Estimation d'un Champ par Pseudo-Vraisemblance Conditionnelle: Etude Asymptotic et Application au Cas Markovien,unresolved,,,,best=crossref:0.51:10.70675/85015a76zbfacz48bez8ba4z4c04b6a77553; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b16,On the nonparametric estimation of covariance functions,unresolved,,,,best=crossref:1.00:10.1214/aos/1176325774; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b19,Lecture notes on large sample theory,unresolved,,,,best=crossref:0.69:10.1007/978-1-4612-2660-4_4; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b20,Econometric evaluation of asset pricing models,unresolved,,,,best=crossref:1.00:10.2139/ssrn.5360147; skipped=arxiv (rate-limited),0.008
after,Conley_1999_gmm-estimation-cross-sectional,b21,Independent and Stationary Sequences of Random Variables,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.008
after,Conley_1999_gmm-estimation-cross-sectional,b22,Particulate pollution trends in the 1980's. Columbia University,unresolved,,,,best=crossref:0.55:10.24124/2005/bpgub314; skipped=arxiv (rate-limited),0.007
after,Conley_1999_gmm-estimation-cross-sectional,b23,A generalized moments estimator for the autoregressive parameter in a spatial model,unresolved,,,,best=crossref:1.00:10.1111/1468-2354.00027; skipped=arxiv (rate-limited),0.009
after,Conley_1999_gmm-estimation-cross-sectional,b24,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Conley_1999_gmm-estimation-cross-sectional,b26,"Large Sample Estimation and Hypothesis Testing, Handbook of Econometrics",unresolved,,,,best=crossref:0.72:10.1016/s1573-4412(05)80005-4; skipped=arxiv (rate-limited),0.01
after,Conley_1999_gmm-estimation-cross-sectional,b27,"A simple, positive semi-de""nite, heteroskedasticity and autocorrelation consistent covariance matrix",ambiguous,,crossref,0.9848,2 distinct works accepted at crossref,0.001
after,Conley_1999_gmm-estimation-cross-sectional,b28,Spectral Analysis and Time Series vols. I and II,unresolved,,,,best=crossref:0.53:10.2307/j.ctv14jx6sm.9; skipped=arxiv (rate-limited),0.009
after,Conley_1999_gmm-estimation-cross-sectional,b29,International patterns in growth: I. Persistence in Cross-country Disparities. Working paper,unresolved,,,,best=crossref:0.60:10.21642/gtap.wp34; skipped=arxiv (rate-limited),0.01
after,Conley_1999_gmm-estimation-cross-sectional,b31,"Wages, rent, and the quality of life",resolved,10.1086/261120,semanticscholar,0.9855,via=semanticscholar; ratio=0.99; year=1982,0.008
after,Conley_1999_gmm-estimation-cross-sectional,b34,Asymptotic Theory for Econometricians,unresolved,,,,best=crossref:1.00:10.1016/c2009-0-21869-1; skipped=arxiv (rate-limited),0.012
after,Guo_2018_redeveloping-urban-forest-effect,b1,Urban Morphology Drives the Homogenization of Tree Cover,unresolved,,,0.7832167832167832,"doi_title_contained (ratio 0.78 < 0.85; registry title 'Urban Morphology Drives the Homogenization of Tree Cover in Baltimore,'; contained 8 words, 0.64 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b2,"Trees in relation to design, demolition and construction -Recommendations",unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Guo_2018_redeveloping-urban-forest-effect,b5,Tending their urban forest: Residents' motivations for tree planting and removal. Urban Forestry and Urban Greening,unresolved,,,0.8167539267015707,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Tending their urban forest: Residents’ motivations for tree planting a'; contained 11 words, 0.70 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b9,The R book,unresolved,,,,best=semanticscholar:1.00:10.1002/9780470515075; skipped=arxiv (rate-limited),0.489
after,Guo_2018_redeveloping-urban-forest-effect,b13,ArcGIS desktop,unresolved,,,,best=crossref:0.65:10.46927/pasisiguri; skipped=arxiv (rate-limited),0.009
after,Guo_2018_redeveloping-urban-forest-effect,b14,Best Management Practices (BMP) -Managing Trees During Construction,unresolved,,,,best=crossref:0.45:10.7717/peerj.7093/fig-1; skipped=arxiv (rate-limited),0.009
after,Guo_2018_redeveloping-urban-forest-effect,b21,An introduction to statistical learning,resolved,10.1007/978-1-4614-7138-7,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2013,0.928
after,Guo_2018_redeveloping-urban-forest-effect,b23,"Drivers of diversity and tree cover in gardens, parks and streetscapes in an Australian city. Urban Forestry and Urban G",unresolved,,,0.8425925925925926,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Drivers of diversity and tree cover in gardens, parks and streetscapes'; contained 15 words, 0.73 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b26,"Factors influencing long-term street tree survival in Milwaukee, WI, USA. Urban Forestry and Urban Greening",unresolved,,,0.8045977011494253,"doi_title_contained (ratio 0.80 < 0.85; registry title 'Factors influencing long-term street tree survival in Milwaukee, WI, U'; contained 11 words, 0.67 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b27,Spatiotemporal patterns of tree canopy cover and socioeconomics in Melbourne. Urban Forestry and Urban Greening,unresolved,,,0.8172043010752689,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Spatiotemporal patterns of tree canopy cover and socioeconomics in Mel'; contained 10 words, 0.69 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b28,Spatial and Temporal Patterns Associated with Permitted Tree Removal,unresolved,,,0.8395061728395061,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Spatial and Temporal Patterns Associated with Permitted Tree Removal i'; contained 9 words, 0.72 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b33,Million trees Los Angeles canopy cover and benefit assessment. Landscape and Urban Planning,unresolved,,,0.8079470198675497,"doi_title_contained (ratio 0.81 < 0.85; registry title 'Million trees Los Angeles canopy cover and benefit assessment'; contained 9 words, 0.68 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b34,rpart. plot: Plot rpart Models. An Enhanced Version of plot.rpart. R package Morgenroth,unresolved,,,,best=crossref:0.86:10.32614/cran.package.rpart.plot; skipped=arxiv (rate-limited),0.007
after,Guo_2018_redeveloping-urban-forest-effect,b37,A Guideline for Tree and Bush Protection on Development Sites,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Guo_2018_redeveloping-urban-forest-effect,b39,Tree and impervious cover change in U.S. cities. Urban Forestry and Urban Greening,unresolved,,,0.7301587301587301,doi_title_mismatch (ratio 0.73 < 0.85; registry title 'Tree and impervious cover change in U.S. cities'),0.001
after,Guo_2018_redeveloping-urban-forest-effect,b47,R: A language and environment for statistical computing,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.008
after,Guo_2018_redeveloping-urban-forest-effect,b52,The re-emergence of indigenous forest in an urban environment,unresolved,,,0.8299319727891157,"doi_title_contained (ratio 0.83 < 0.85; registry title 'The re-emergence of indigenous forest in an urban environment, Christc'; contained 10 words, 0.71 of the longer)",0.001
after,Guo_2018_redeveloping-urban-forest-effect,b54,rpart: Recursive Partitioning and Regression Trees. R package version,unresolved,,,,best=crossref:0.84:10.32614/cran.package.rpart; skipped=arxiv (rate-limited),0.009
after,Chrisman_1982_theory-cartographic-error-measurement,b1,An analysis of the effects of temperature and humidity on a variety of drawing media,unresolved,,,,best=crossref:0.36:10.3998/mpub.14477325.cmp.118; skipped=arxiv (rate-limited),0.007
after,Chrisman_1982_theory-cartographic-error-measurement,b2,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Chrisman_1982_theory-cartographic-error-measurement,b3,Methods of spatial analysis based on error in categorical maps,unresolved,,,,best=crossref:0.59:10.1201/b12612-12; skipped=arxiv (rate-limited),0.009
after,Chrisman_1982_theory-cartographic-error-measurement,b4,Topological principles in cartography: Proceedings AUTO-CARTO II,unresolved,,,,best=crossref:0.28:10.1559/152304005775194809; skipped=arxiv (rate-limited),0.009
after,Chrisman_1982_theory-cartographic-error-measurement,b6,Statistical methods for rates and proportions,resolved,10.2307/2529186,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1973,0.007
after,Chrisman_1982_theory-cartographic-error-measurement,b7,"Ordnance Survey maps; a descriptive manual, Southampton""! Ordnance Survey ~~",unresolved,,,,best=crossref:0.75:10.2307/1796510; skipped=arxiv (rate-limited),0.01
after,Chrisman_1982_theory-cartographic-error-measurement,b8,Specifications for Land Use and Land Cover and Associated Maps: Open File Number 77-555,unresolved,,,,best=crossref:0.84:10.3133/ofr77555; skipped=arxiv (rate-limited),0.01
after,Chrisman_1982_theory-cartographic-error-measurement,b9,"GIRAS, a geographic information retrieval and analysis system for handling land use and land cover data: U.S. Geological",unresolved,,,,best=crossref:0.83:10.3133/pp1059; skipped=arxiv (rate-limited),0.008
after,Chrisman_1982_theory-cartographic-error-measurement,b10,On epsilon length,unresolved,,,,best=crossref:0.34:10.1021/acs.nanolett.8b04182.s001; skipped=arxiv (rate-limited),0.008
after,Chrisman_1982_theory-cartographic-error-measurement,b11,On the length of empirical curves: Discussion paper 10,unresolved,,,,best=crossref:0.47:10.21034/dp.75; skipped=arxiv (rate-limited),0.008
after,Chrisman_1982_theory-cartographic-error-measurement,b12,A theory of the cartographic line,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,0.007
after,Chrisman_1982_theory-cartographic-error-measurement,b13,A current view of the National Map Accuracy Standards: Surveying and Mapping,unresolved,,,,best=crossref:0.63:10.4135/9781412953962.n141; skipped=arxiv (rate-limited),0.01
after,Chrisman_1982_theory-cartographic-error-measurement,b14,,unresolved,,,,no_title_or_author (nothing to search on),0.0
after,Foody_2010_assessing-accuracy-land-cover-change,b14,Comparison of a screening test and a reference test in epidemiologic studies. I Indices of agreement and their relations,resolved,10.1093/oxfordjournals.aje.a120609,semanticscholar,0.9851,via=semanticscholar; ratio=0.99; year=1966,0.008
after,Foody_2010_assessing-accuracy-land-cover-change,b17,Land cover mapping of large areas from satellites: Status and research priorities,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
after,Foody_2010_assessing-accuracy-land-cover-change,b18,What is land cover? Environment and Planning B,unresolved,,,,best=crossref:0.57:10.1068/b31135; skipped=arxiv (rate-limited),0.007
after,Foody_2010_assessing-accuracy-land-cover-change,b19,Using spatial auto-correlation analysis to explore the errors in maps generated from remotely sensed data,unresolved,,semanticscholar,,accepted at semanticscholar but the candidate carries no DOI,1.024
after,Foody_2010_assessing-accuracy-land-cover-change,b21,Assessing the accuracy of remotely sensed data: Principles and practices,unresolved,,,,best=semanticscholar:1.00:10.1201/9781420048568; skipped=arxiv (rate-limited),0.014
