id,bib_block,round,authors,year,title,venue,doi,other_dois,arxiv,grade,read_status,filed_stem,txt_on_disk,pdf_on_disk,multi_work_line,source_line,superseded_by_id,best_grade_for_work
161,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,"Girard, Charpiat & Tarabalka",2019b,"Aligning and Updating Cadaster Maps with Aerial Images by Multi-Task, Multi-Resolution Deep Learning",ACCV 2018 Workshops,10.1007/978-3-030-20873-8_43,,,PRIMARY,searcher-read,Girard_2019a_aligning-updating-cadaster-maps-aerial,yes,,,"Girard, Charpiat & Tarabalka (2019b). Aligning and Updating Cadaster Maps with Aerial Images by Multi-Task, Multi-Resolution Deep Learning. *ACCV 2018 Workshops*, LNCS. doi:10.1007/978-3-030-20873-8_43 — **PRIMARY**, searcher-read. Filed `Girard_2019a_aligning-updating-cadaster-maps-aerial`.",,PRIMARY
162,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,"Zampieri, Charpiat, Girard & Tarabalka",2018,Multimodal Image Alignment Through a Multiscale Chain of Neural Networks with Application to Remote Sensing,ECCV 2018,10.1007/978-3-030-01270-0_40,,,PRIMARY,searcher-read,Zampieri_2018_multimodal-image-alignment-through,yes,,,"Zampieri, Charpiat, Girard & Tarabalka (2018). Multimodal Image Alignment Through a Multiscale Chain of Neural Networks with Application to Remote Sensing. *ECCV 2018*. doi:10.1007/978-3-030-01270-0_40 — **PRIMARY**, searcher-read. Filed `Zampieri_2018_multimodal-image-alignment-through`.",,PRIMARY
163,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,"Kaiser, Wegner, Lucchi, Jaggi, Hofmann & Schindler",2017,Learning Aerial Image Segmentation From Online Maps,IEEE TGRS,10.1109/tgrs.2017.2719738,,1707.06879,PRIMARY,searcher-read,Kaiser_2017_learning-aerial-image-segmentation,yes,,,"Kaiser, Wegner, Lucchi, Jaggi, Hofmann & Schindler (2017). Learning Aerial Image Segmentation From Online Maps. *IEEE TGRS*; arXiv:1707.06879. doi:10.1109/tgrs.2017.2719738 — **PRIMARY**, searcher-read. Filed `Kaiser_2017_learning-aerial-image-segmentation`.",,PRIMARY
164,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,"Le Folgoc, Delingette, Criminisi & Ayache",2017,Quantifying Registration Uncertainty With Sparse Bayesian Modelling,IEEE Trans. Med. Imaging,10.1109/tmi.2016.2623608,,,PRIMARY,searcher-read,LeFolgoc_2017_quantifying-registration-uncertainty,yes,,,"Le Folgoc, Delingette, Criminisi & Ayache (2017). Quantifying Registration Uncertainty With Sparse Bayesian Modelling. *IEEE Trans. Med. Imaging*. doi:10.1109/tmi.2016.2623608 — **PRIMARY**, searcher-read. Filed `LeFolgoc_2017_quantifying-registration-uncertainty`.",,PRIMARY
165,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,"Parisot, Wells, Chemouny, Duffau & Paragios",2013,Uncertainty-Driven Efficiently-Sampled Sparse Graphical Models for Concurrent Tumor Segmentation and Atlas Registration,ICCV 2013,10.1109/iccv.2013.85,,,PRIMARY,searcher-read,Parisot_2013_uncertainty-driven-efficiently-sampled,yes,,,"Parisot, Wells, Chemouny, Duffau & Paragios (2013). Uncertainty-Driven Efficiently-Sampled Sparse Graphical Models for Concurrent Tumor Segmentation and Atlas Registration. *ICCV 2013*. doi:10.1109/iccv.2013.85 — **PRIMARY**, searcher-read. Filed `Parisot_2013_UncertaintyDrivenTumorSegAtlasRegistrat",,PRIMARY
166,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,Dai & Khorram,1998,The Effects of Image Misregistration on the Accuracy of Remotely Sensed Change Detection,IEEE Trans. Geosci. Remote Sensing,10.1109/36.718860,10.1080/014311698213911,,PRIMARY,reviewer-read,Dai_1998a_effects-image-misregistration-accuracy,yes,,,"Dai & Khorram (1998). The Effects of Image Misregistration on the Accuracy of Remotely Sensed Change Detection. *IEEE Trans. Geosci. Remote Sensing* 36(5):1566–1577. doi:10.1109/36.718860 — **PRIMARY**, reviewer-read (§III–IV, Fig. 8 discussion, conclusions). Filed `DaiKhorram_1998_TGRS_misregistrat",,PRIMARY
167,"Adjacent-field theory (round 5, 2026-09-12; §4.14)",5,Risholm et al.,2011,*ISBI*,,10.1109/isbi.2011.5872467,,,METADATA,obtained-unread,Risholm_2011_probabilistic-non-rigid-registration,yes,,,"Risholm et al. (2011). *ISBI*. doi:10.1109/isbi.2011.5872467 — **METADATA** (PMC copy not served). **Obtained 2026-09-12 (acquisition pass), header-verified, unread by the reviewer — grade unchanged until read. Filed `Risholm_2011_probabilistic-non-rigid-registration`.**",,METADATA
168,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Hood, Varner, van Mantgem & Cansler",2018,Fire and tree death: understanding and improving modeling of fire-induced tree mortality,Environ. Res. Lett.,10.1088/1748-9326/aae934,,,PRIMARY,reviewer-read,Hood_2018_fire-tree-death-understanding-improving,yes,,,"Hood, Varner, van Mantgem & Cansler (2018). Fire and tree death: understanding and improving modeling of fire-induced tree mortality. *Environ. Res. Lett.* 13:113004. doi:10.1088/1748-9326/aae934 — **PRIMARY**, reviewer-read. Filed `Hood_2018_fire-tree-death-understanding-improving`.",,PRIMARY
169,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Reilly, Zuspan & Yang",2023,Characterizing postfire delayed tree mortality with remote sensing: sizing up the elephant in the room,Fire Ecology,10.1186/s42408-023-00223-1,,,PRIMARY,reviewer-read,Reilly_2023_characterizing-postfire-delayed-tree,yes,,,"Reilly, Zuspan & Yang (2023). Characterizing postfire delayed tree mortality with remote sensing: sizing up the elephant in the room. *Fire Ecology* 19:64. doi:10.1186/s42408-023-00223-1 — **PRIMARY**, reviewer-read. Filed `Reilly_2023_characterizing-postfire-delayed-tree`.",,PRIMARY
170,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Barker, Gray & Fried",2022,The Effects of Crown Scorch on Post-fire Delayed Mortality Are Modified by Drought Exposure in California (USA),Fire,10.3390/fire5010021,,,ABSTRACT,obtained-unread,Barker_2022_effects-crown-scorch-post-fire,yes,,,"Barker, Gray & Fried (2022). The Effects of Crown Scorch on Post-fire Delayed Mortality Are Modified by Drought Exposure in California (USA). *Fire* 5(1):21. doi:10.3390/fire5010021 — **ABSTRACT** (MDPI 403). **Obtained 2026-09-12 (acquisition pass), header-verified, unread by the reviewer — grade u",,ABSTRACT
171,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Laurance, Camargo, Luizão et al.",2011,The fate of Amazonian forest fragments: A 32-year investigation,Biol. Conserv.,10.1016/j.biocon.2010.09.021,,,PRIMARY,reviewer-read,Laurance_2011_fate-amazonian-forest-fragments-32,yes,,,"Laurance, Camargo, Luizão et al. (2011). The fate of Amazonian forest fragments: A 32-year investigation. *Biol. Conserv.* 144(1):56–67. doi:10.1016/j.biocon.2010.09.021 — **PRIMARY**, reviewer-read (edge-effects section). Filed `Laurance_2011_fate-amazonian-forest-fragments-32`.",,PRIMARY
172,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"D'Angelo, Andrade, Laurance, Fearnside & Laurance",2004,Inferred causes of tree mortality in fragmented and intact Amazonian forests,J. Trop. Ecol.,10.1017/s0266467403001032,,,PRIMARY,reviewer-read,DAngelo_2004_inferred-causes-tree-mortality,yes,,,"D'Angelo, Andrade, Laurance, Fearnside & Laurance (2004). Inferred causes of tree mortality in fragmented and intact Amazonian forests. *J. Trop. Ecol.* 20. doi:10.1017/s0266467403001032 — **PRIMARY**, reviewer-read. Filed `DAngelo_2004_inferred-causes-tree-mortality`.",,PRIMARY
173,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Mesquita, Delamônica & Laurance",1999,Effect of surrounding vegetation on edge-related tree mortality in Amazonian forest fragments,Biol. Conserv.,10.1016/s0006-3207(99,,,PRIMARY,reviewer-read,Mesquita_1999_effect-surrounding-vegetation-edge,yes,,,"Mesquita, Delamônica & Laurance (1999). Effect of surrounding vegetation on edge-related tree mortality in Amazonian forest fragments. *Biol. Conserv.* 91(2–3):129–134. doi:10.1016/s0006-3207(99)00086-5 — **PRIMARY**, reviewer-read. Filed `Mesquita_1999_effect-surrounding-vegetation-edge`.",,PRIMARY
174,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Laurance, W.F., Ferreira, L.V., Rankin-de Merona, J.M. & Laurance, S.G.",1998,Rain forest fragmentation and the dynamics of Amazonian tree communities,Ecology,10.1890/0012-9658(1998,,,filed-unread,obtained-unread,Laurance_1998_rain-forest-fragmentation-dynamics,yes,,,"Laurance, W.F., Ferreira, L.V., Rankin-de Merona, J.M. & Laurance, S.G. (1998). Rain forest fragmentation and the dynamics of Amazonian tree communities. *Ecology* 79(6):2032–2040. doi:10.1890/0012-9658(1998)079[2032:RFFATD]2.0.CO;2 — resolved from Mesquita et al. 1999's reference list via Crossref ",,filed-unread
175,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Leung & Yan,1997,Point-in-Polygon Analysis Under Certainty and Uncertainty,GeoInformatica,10.1023/A:1009764319102,,,PRIMARY,reviewer-read,Leung_1997_point-polygon-analysis-certainty,yes,,,"Leung & Yan (1997). Point-in-Polygon Analysis Under Certainty and Uncertainty. *GeoInformatica* 1. doi:10.1023/A:1009764319102 — **PRIMARY**, reviewer-read (§2.2, Case 3). Filed `Leung_1997_point-polygon-analysis-certainty`.",,PRIMARY
176,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Chrisman,1982,A theory of cartographic error and its measurement in digital data bases,Proc. Auto-Carto 5,,,,PRIMARY,searcher-read,Chrisman_1982_theory-cartographic-error-measurement,yes,,,"Chrisman (1982). A theory of cartographic error and its measurement in digital data bases. *Proc. Auto-Carto 5*:159–168 (no DOI) — **PRIMARY**, searcher-read. Filed `Chrisman_1982_theory-cartographic-error-measurement`.",207,PRIMARY
177,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Goodchild & Hunter,1997,A simple positional accuracy measure for linear features,Int. J. GIS,10.1080/136588197242419,,,PRIMARY,searcher-read,Goodchild_1997_simple-positional-accuracy-measure,yes,,,"Goodchild & Hunter (1997). A simple positional accuracy measure for linear features. *Int. J. GIS* 11(3):299–306. doi:10.1080/136588197242419 — **PRIMARY**, searcher-read (scan, no text layer; visual). Filed `Goodchild_1997_simple-positional-accuracy-measure`.",,PRIMARY
178,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Townshend, Justice, Gurney & McManus",1992,The impact of misregistration on change detection,IEEE Trans. Geosci. Remote Sensing,10.1109/36.175340,,,PRIMARY,reviewer-read,Townshend_1992_impact-misregistration-change,yes,,,"Townshend, Justice, Gurney & McManus (1992). The impact of misregistration on change detection. *IEEE Trans. Geosci. Remote Sensing* 30(5):1054–1060. doi:10.1109/36.175340 — **PRIMARY**, reviewer-read. Filed `Townshend_1992_impact-misregistration-change`.",,PRIMARY
179,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Verbyla & Boles,2000,Bias in land cover change estimates due to misregistration,Int. J. Remote Sensing,10.1080/014311600750037570,,,PRIMARY,reviewer-read,Verbyla_2000_bias-land-cover-change-estimates,yes,,,"Verbyla & Boles (2000). Bias in land cover change estimates due to misregistration. *Int. J. Remote Sensing* 21(18):3553–3560. doi:10.1080/014311600750037570 — **PRIMARY**, reviewer-read. Filed `Verbyla_2000_bias-land-cover-change-estimates`.",,PRIMARY
180,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,"Salas, Boles, Frolking, Xiao & Li",2003,The perimeter/area ratio as an index of misregistration bias in land cover change estimates,Int. J. Remote Sensing,10.1080/0143116021000044841,,,PRIMARY,reviewer-read,Salas_2003_perimeter-area-ratio-as-index,yes,,,"Salas, Boles, Frolking, Xiao & Li (2003). The perimeter/area ratio as an index of misregistration bias in land cover change estimates. *Int. J. Remote Sensing* 24(5):1165–1170. doi:10.1080/0143116021000044841 — **PRIMARY**, reviewer-read in full (archive copy located by Kam). Filed `Salas_2003_perim",,PRIMARY
181,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Goodchild,2004,A general framework for error analysis in measurement-based GIS [editorial introduction to the series],J. Geogr. Syst.,10.1007/s10109-004-0140-5,,,PRIMARY,reviewer-read,Goodchild_2004_general-framework-error-analysis,yes,,,"Goodchild (2004). A general framework for error analysis in measurement-based GIS [editorial introduction to the series]. *J. Geogr. Syst.* 6:323–324. doi:10.1007/s10109-004-0140-5 — **PRIMARY**, reviewer-read (no formulas; framing only). Filed `Goodchild_2004_JGS_editorial_intro_measurement_based_G",,PRIMARY
182,"Adjacent-field theory (round 6, 2026-09-12; §4.15)",6,Shi,1998,A generic statistical approach for modelling error of geometric features in GIS,Int. J. GIS,10.1080/136588198241923,10.1080/136588198241699;10.1080/136588100240958;10.1007/s10109-004-0140-5;10.1109/36.851783;10.1080/014311699212137;10.14358/pers.73.4.375,,METADATA,,,yes,,yes,Shi (1998). A generic statistical approach for modelling error of geometric features in GIS. *Int. J. GIS* 12(2):131–143. doi:10.1080/136588198241923 — **METADATA**. Leung & Yan (1998). *Int. J. GIS* 12(4). doi:10.1080/136588198241699 — **METADATA**. Shi & Liu (2000). *Int. J. GIS* 14(1). doi:10.108,188,PRIMARY
183,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,Efron,2004,The Estimation of Prediction Error: Covariance Penalties and Cross-Validation,JASA,10.1198/016214504000000692,,,PRIMARY,reviewer-read,Efron_2004_estimation-prediction-error-covariance,yes,,,"Efron (2004). The Estimation of Prediction Error: Covariance Penalties and Cross-Validation. *JASA* 99(467):619–632. doi:10.1198/016214504000000692 — **PRIMARY**, reviewer-read (§§2–3, eqs. 3.6–3.23). Filed `Efron_2004_estimation-prediction-error-covariance`.",,PRIMARY
184,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,Besag,1974,Spatial Interaction and the Statistical Analysis of Lattice Systems,J. R. Stat. Soc. B,10.1111/j.2517-6161.1974.tb00999.x,,,PRIMARY,reviewer-read,Besag_1974_spatial-interaction-statistical-analysis,yes,,,"Besag (1974). Spatial Interaction and the Statistical Analysis of Lattice Systems. *J. R. Stat. Soc. B* 36(2):192–. doi:10.1111/j.2517-6161.1974.tb00999.x — **PRIMARY**, reviewer-read (§4 eq. 4.8, §6.1). Filed `Besag_1974_spatial-interaction-statistical-analysis`.",,PRIMARY
185,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,"Takada, Miyamoto & Hasegawa",2010,Derivation of a yearly transition probability matrix for land-use dynamics and its applications,Landscape Ecology,10.1007/s10980-009-9433-x,,,PRIMARY,reviewer-read,Takada_2010_derivation-yearly-transition,yes,,,"Takada, Miyamoto & Hasegawa (2010). Derivation of a yearly transition probability matrix for land-use dynamics and its applications. *Landscape Ecology* 25(4):561–572. doi:10.1007/s10980-009-9433-x — **PRIMARY**, reviewer-read (Methods; Result, first difficulty). Filed `Takada_2010_yearly_transition",,PRIMARY
186,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,"Leung, Ma & Goodchild",2004,A general framework for error analysis in measurement-based GIS Part 2: The algebra-based probability model for point-in-polygon analysis,J. Geogr. Syst.,10.1007/s10109-004-0142-3,,,PRIMARY,reviewer-read,Leung_2004a_general-framework-error-analysis,yes,,,"Leung, Ma & Goodchild (2004). A general framework for error analysis in measurement-based GIS Part 2: The algebra-based probability model for point-in-polygon analysis. *J. Geogr. Syst.* 6(4):355–379. doi:10.1007/s10109-004-0142-3 — **PRIMARY**, reviewer-read (introduction, §§3–6). Filed `LeungMaGoo",,PRIMARY
187,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,"Leung, Ma & Goodchild",2004,… Part 4: Error analysis in length and area measurements,J. Geogr. Syst.,10.1007/s10109-004-0144-1,,,ABSTRACT,reviewer-read,Leung_2004b_part-4-error-analysis-length,yes,,,"Leung, Ma & Goodchild (2004). … Part 4: Error analysis in length and area measurements. *J. Geogr. Syst.* 6(4):403–428. doi:10.1007/s10109-004-0144-1 — **ABSTRACT**, reviewer-read abstract in round 8 (body unread; nothing cited). Filed `Leung_2004b_part-4-error-analysis-length`.",,ABSTRACT
188,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,Shi,1998,A generic statistical approach for modelling error of geometric features in GIS,Int. J. GIS,10.1080/136588198241923,,,PRIMARY,reviewer-read,Shi_1998_generic-statistical-approach-modelling,yes,,,"Shi (1998). A generic statistical approach for modelling error of geometric features in GIS. *Int. J. GIS* 12(2):131–143. doi:10.1080/136588198241923 — **PRIMARY**, reviewer-read (§§1–3). Filed `Shi_1998_generic-statistical-approach-modelling`.",,PRIMARY
189,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,"Steenberg, Robinson & Millward",2017,The influence of building renovation and rental housing on urban trees,J. Environ. Planning & Management,10.1080/09640568.2017.1326883,,,PRIMARY,reviewer-read,Steenberg_2017_influence-building-renovation-rental,yes,,,"Steenberg, Robinson & Millward (2017). The influence of building renovation and rental housing on urban trees. *J. Environ. Planning & Management* 61(3):553–567. doi:10.1080/09640568.2017.1326883 — **PRIMARY**, reviewer-read (abstract, §1). Filed `Steenberg_2017_influence-building-renovation-rental`.",,PRIMARY
190,"Round 7 (2026-09-12; §4.16) — previously closed items, obtained and read",7,"Guo, Morgenroth & Conway",2018,Redeveloping the urban forest: The effect of redevelopment and property-scale variables on tree removal and retention,Urban Forestry & Urban Greening,10.1016/j.ufug.2018.08.012,,,PRIMARY,reviewer-read,Guo_2018_redeveloping-urban-forest-effect,yes,,,"Guo, Morgenroth & Conway (2018). Redeveloping the urban forest: The effect of redevelopment and property-scale variables on tree removal and retention. *Urban Forestry & Urban Greening*. doi:10.1016/j.ufug.2018.08.012 — **PRIMARY**, reviewer-read (abstract, §3; accepted manuscript). Filed `Guo_2018_",,PRIMARY
191,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Broaddus, Krull, Weigert, Schmidt & Myers",2020,Removing Structured Noise with Self-Supervised Blind-Spot Networks,IEEE ISBI 2020,,,,PRIMARY,reviewer-read,Broaddus_2020_removing-structured-noise-self,yes,,,"Broaddus, Krull, Weigert, Schmidt & Myers (2020). Removing Structured Noise with Self-Supervised Blind-Spot Networks. *IEEE ISBI 2020* — **PRIMARY**, reviewer-read (§1, §2 ""extended blind mask""). Filed `Broaddus_2020_removing-structured-noise-self` (+ `_raw.txt`, reading-order extract for the two-column quote gate).",,PRIMARY
192,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,,2017,"Roberts, Bahn, Ciuti, Boyce, Elith, Guillera-Arroita, Hauenstein, Lahoz-Monfort, Schröder, Thuiller, Warton, Wintle, Hartig & Dormann (2017)",,10.1111/ecog.02881,,,PRIMARY,reviewer-read,Roberts_2017_cross-validation-strategies-data,yes,,,"Roberts, Bahn, Ciuti, Boyce, Elith, Guillera-Arroita, Hauenstein, Lahoz-Monfort, Schröder, Thuiller, Warton, Wintle, Hartig & Dormann (2017). Cross-validation strategies for data with temporal, spatial, hierarchical, or phylogenetic structure. *Ecography*. doi:10.1111/ecog.02881 — **PRIMARY**, revie",,PRIMARY
193,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Bellettini, Caselles & Novaga",2002,The Total Variation Flow in R^N,J. Differential Equations,10.1006/jdeq.2001.4150,,,PRIMARY,reviewer-read,Bellettini_2002_total-variation-flow,yes,,,"Bellettini, Caselles & Novaga (2002). The Total Variation Flow in R^N. *J. Differential Equations*. doi:10.1006/jdeq.2001.4150 — **PRIMARY**, reviewer-read (abstract; the convex/curvature characterisation at their eq. 5). Filed `Bellettini_2002_total-variation-flow` (supersedes the unreada",,PRIMARY
194,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Morgenroth, O'Neil-Dunne & Apiolaza",2017,Redevelopment and the urban forest: A study of tree removal and retention during demolition activities,Applied Geography,10.1016/j.apgeog.2017.02.011,,,PRIMARY,reviewer-read,Morgenroth_2017_redevelopment-urban-forest-study,yes,,,"Morgenroth, O'Neil-Dunne & Apiolaza (2017). Redevelopment and the urban forest: A study of tree removal and retention during demolition activities. *Applied Geography* 82:1–10. doi:10.1016/j.apgeog.2017.02.011 — **PRIMARY**, reviewer-read (abstract, §3). Filed `Morgenroth_2017_redevelopment_demoliti",,PRIMARY
195,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Guo, Morgenroth, Conway & Xu",2019,"City-wide canopy cover decline due to residential property redevelopment in Christchurch, New Zealand",Science of the Total Environment,10.1016/j.scitotenv.2019.05.122,,,PRIMARY,reviewer-read,Guo_2019_city-wide-canopy-cover-decline,yes,,,"Guo, Morgenroth, Conway & Xu (2019). City-wide canopy cover decline due to residential property redevelopment in Christchurch, New Zealand. *Science of the Total Environment* 681:202–210. doi:10.1016/j.scitotenv.2019.05.122 — **PRIMARY**, reviewer-read (abstract, §2–3). Filed `Guo_2019_citywide_cano",,PRIMARY
196,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Steenberg, Robinson & Duinker",2018,"A spatio-temporal analysis of the relationship between housing renovation, socioeconomic status, and urban forest ecosystems",Environment and Planning B: Urban Analytics and City Science,10.1177/2399808317752927,,,PRIMARY,reviewer-read,Steenberg_2018_spatio-temporal-analysis,yes,,,"Steenberg, Robinson & Duinker (2018). A spatio-temporal analysis of the relationship between housing renovation, socioeconomic status, and urban forest ecosystems. *Environment and Planning B: Urban Analytics and City Science*. doi:10.1177/2399808317752927 — **PRIMARY**, reviewer-read (abstract, §1,",,PRIMARY
197,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Warfield, Zou & Wells",2004,Simultaneous Truth and Performance Level Estimation (STAPLE): An Algorithm for the Validation of Image Segmentation,IEEE Trans. Medical Imaging,10.1109/TMI.2004.828354,,,PRIMARY,reviewer-read,Warfield_2004_simultaneous-truth-performance-level,yes,,,"Warfield, Zou & Wells (2004). Simultaneous Truth and Performance Level Estimation (STAPLE): An Algorithm for the Validation of Image Segmentation. *IEEE Trans. Medical Imaging* 23(7):903–. doi:10.1109/TMI.2004.828354 — **PRIMARY**, reviewer-read (abstract, §1); negative for row 10. Filed `Warfield_2",,PRIMARY
198,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,Efron,1986,How Biased is the Apparent Error Rate of a Prediction Rule? *JASA*,,10.1080/01621459.1986.10478291,,,PRIMARY,reviewer-read,Efron_1986_how-biased-apparent-error-rate,yes,,,"Efron (1986). How Biased is the Apparent Error Rate of a Prediction Rule? *JASA*. doi:10.1080/01621459.1986.10478291 — **PRIMARY**, reviewer-read (§1, the model statement). Filed `Efron_1986_how-biased-apparent-error-rate`.",,PRIMARY
199,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,Leung & Yan,1998,A locational error model for spatial features,Int. J. GIS,10.1080/136588198241699,,,PRIMARY,reviewer-read,Leung_1998_locational-error-model-spatial-features,yes,,,"Leung & Yan (1998). A locational error model for spatial features. *Int. J. GIS* 12(4). doi:10.1080/136588198241699 — **PRIMARY**, reviewer-read (§§2–3). Filed `Leung_1998_locational-error-model-spatial-features`.",,PRIMARY
200,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,Stow,1999,Reducing the effects of misregistration on pixel-level change detection,Int. J. Remote Sensing,10.1080/014311699212137,,,PRIMARY,reviewer-read,Stow_1999_reducing-effects-misregistration-pixel,yes,,,"Stow (1999). Reducing the effects of misregistration on pixel-level change detection. *Int. J. Remote Sensing* 20(12). doi:10.1080/014311699212137 — **PRIMARY**, reviewer-read (abstract, §1). Filed `Stow_1999_reducing-effects-misregistration-pixel`.",,PRIMARY
201,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,"Burnicki, Brown & Goovaerts",2010,Propagating error in land-cover-change analyses: impact of temporal dependence under increased thematic complexity,Int. J. GIS,10.1080/13658810903279008,,,ABSTRACT,reviewer-read,Burnicki_2010_propagating-error-land-cover-change,yes,,,"Burnicki, Brown & Goovaerts (2010). Propagating error in land-cover-change analyses: impact of temporal dependence under increased thematic complexity. *Int. J. GIS* 24(7):1043–1060. doi:10.1080/13658810903279008 — **ABSTRACT**, reviewer-read abstract only. Filed `Burnicki_2010_temporal_dependence_t",,ABSTRACT
202,"Round 8 (2026-09-12; §4.17) — the leftover list, obtained and read",8,Conley,1999,GMM estimation with cross sectional dependence,J. Econometrics,10.1016/S0304-4076(98,,,METADATA,,,no,,,"Conley (1999). GMM estimation with cross sectional dependence. *J. Econometrics* 92(1). doi:10.1016/S0304-4076(98)00084-0 — **METADATA**; indexed on the second mirror, whose storage host went behind a JavaScript bot challenge on 2026-09-12 (round 9 corrects round 8's ""file missing""). Not load-bearin",268,ABSTRACT
203,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Galerne, B.",2011,Computation of the perimeter of measurable sets via their covariogram,,10.5566/ias.v30.p39-51,,,PRIMARY,reviewer-read,Galerne_2011_computation-perimeter-measurable-sets,yes,,,"Galerne, B. (2011). Computation of the perimeter of measurable sets via their covariogram. Applications to random sets. *Image Analysis & Stereology* 30(1):39–51. doi:10.5566/ias.v30.p39-51 — **PRIMARY**, reviewer-read (Eqs. 1–2, provenance paragraph). Filed `Galerne_2011_computation-perimeter-measurable-sets`.",,PRIMARY
204,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Averkov, G. & Bianchi, G.",2009,Confirmation of Matheron's conjecture on the covariogram of a planar convex body,J. Eur. Math. Soc.,10.4171/JEMS/183,,,filed-unread,obtained-unread,Averkov_2009_confirmation-matheron-s-conjecture,yes,,,"Averkov, G. & Bianchi, G. (2009). Confirmation of Matheron's conjecture on the covariogram of a planar convex body. *J. Eur. Math. Soc.* 11:1187–1202. doi:10.4171/JEMS/183 — filed, searcher-verified, unread. Filed `Averkov_2009_confirmation-matheron-s-conjecture`.",,filed-unread
205,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Schneider, R. & Weil, W.",2008,*Stochastic and Integral Geometry*,,,,,filed-unread,obtained-unread,Schneider_2008_stochastic-integral-geometry,yes,,,"Schneider, R. & Weil, W. (2008). *Stochastic and Integral Geometry*. Springer — held (course-site mirror), unread. Filed `Schneider_2008_stochastic-integral-geometry`.",,filed-unread
206,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Matheron, G.",1986,Le covariogramme géométrique des compacts convexes de R²,,,,,filed-unread,obtained-unread,Matheron_1986_covariogramme_geometrique_compacts_convexes,no,,,"Matheron, G. (1986). Le covariogramme géométrique des compacts convexes de R². Centre de Géostatistique tech. report N/2/86/G — image-only scan, unread. Filed `Matheron_1986_covariogramme_geometrique_compacts_convexes`.",,filed-unread
207,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Chrisman, N.R.",1982,A theory of cartographic error and its measurement in digital databases,AutoCarto 5,,,,PRIMARY,reviewer-read,Chrisman_1982_theory-cartographic-error-measurement,yes,,,"Chrisman, N.R. (1982). A theory of cartographic error and its measurement in digital databases. *AutoCarto 5* — **PRIMARY**, reviewer-read (the propagation-of-errors paragraph); supersedes the round-6 searcher-read line. Filed `Chrisman_1982_theory-cartographic-error-measurement`.",,PRIMARY
